customerid,invoiceno,invoicedate,revenue
13883,548533,31-03-2011 17:17,17.7
13883,548533,31-03-2011 17:17,29.85
13883,548533,31-03-2011 17:17,17.7
13883,548533,31-03-2011 17:17,20.4
13883,548533,31-03-2011 17:17,15.6
13883,548533,31-03-2011 17:17,39.8
13883,548533,31-03-2011 17:17,19.8
13883,548533,31-03-2011 17:17,10.2
13883,548533,31-03-2011 17:17,29.7
13883,548533,31-03-2011 17:17,25.5
13883,548533,31-03-2011 17:17,15.3
13883,548533,31-03-2011 17:17,19.8
13883,548533,31-03-2011 17:17,32.85
13883,548533,31-03-2011 17:17,30
13883,548533,31-03-2011 17:17,30
13883,548533,31-03-2011 17:17,17.7
13883,548533,31-03-2011 17:17,17.4
13883,548533,31-03-2011 17:17,13.2
13883,548533,31-03-2011 17:17,13.2
13883,548533,31-03-2011 17:17,13.2
13883,548533,31-03-2011 17:17,17.7
13883,548533,31-03-2011 17:17,38.25
13883,548533,31-03-2011 17:17,51
13883,548533,31-03-2011 17:17,22.5
13883,548533,31-03-2011 17:17,17.7
13883,548533,31-03-2011 17:17,12.6
13883,548533,31-03-2011 17:17,12.6
13883,548533,31-03-2011 17:17,13.5
13883,548533,31-03-2011 17:17,15.9
12989,569411,04-10-2011 09:49,566.4
13650,569412,04-10-2011 09:51,14.94
13650,569412,04-10-2011 09:51,34.68
13650,569412,04-10-2011 09:51,17.7
13650,569412,04-10-2011 09:51,20.28
13650,569412,04-10-2011 09:51,35.4
13650,569412,04-10-2011 09:51,13.28
13650,569412,04-10-2011 09:51,19.8
13883,548533,31-03-2011 17:17,25.5
13883,548533,31-03-2011 17:17,13.2
13883,548533,31-03-2011 17:17,13.2
13883,548533,31-03-2011 17:17,17.4
13883,548533,31-03-2011 17:17,17.4
13883,548533,31-03-2011 17:17,17.7
13883,548533,31-03-2011 17:17,35.4
13883,548533,31-03-2011 17:17,30.6
13883,548533,31-03-2011 17:17,24.96
13883,548533,31-03-2011 17:17,15.3
13883,548533,31-03-2011 17:17,15.3
13883,548533,31-03-2011 17:17,15.3
13883,548533,31-03-2011 17:17,45
18172,548534,31-03-2011 17:28,12.6
18172,548534,31-03-2011 17:28,17
18172,548534,31-03-2011 17:28,19.8
18172,548534,31-03-2011 17:28,15
18172,548534,31-03-2011 17:28,15
18172,548534,31-03-2011 17:28,17.4
18172,548534,31-03-2011 17:28,12.5
18172,548534,31-03-2011 17:28,12.6
18172,548534,31-03-2011 17:28,12.6
18172,548534,31-03-2011 17:28,12.6
18172,548534,31-03-2011 17:28,13.92
18172,548534,31-03-2011 17:28,20.4
18172,548534,31-03-2011 17:28,40.5
18172,548534,31-03-2011 17:28,30
18172,548534,31-03-2011 17:28,17.7
14957,548541,31-03-2011 17:59,5
14957,548541,31-03-2011 17:59,15.3
14957,548541,31-03-2011 17:59,2.95
14957,548541,31-03-2011 17:59,0.55
14957,548541,31-03-2011 17:59,0.55
14957,548541,31-03-2011 17:59,3.9
14957,548541,31-03-2011 17:59,5
14957,548541,31-03-2011 17:59,1.74
14957,548541,31-03-2011 17:59,4.2
14957,548541,31-03-2011 17:59,2.1
14957,548541,31-03-2011 17:59,4.2
14957,548541,31-03-2011 17:59,13
13918,548542,31-03-2011 18:05,30.6
13918,548542,31-03-2011 18:05,30
13918,548542,31-03-2011 18:05,19.8
13918,548542,31-03-2011 18:05,17.7
13918,548542,31-03-2011 18:05,17
13918,548542,31-03-2011 18:05,17.7
13918,548542,31-03-2011 18:05,30
13918,548542,31-03-2011 18:05,35.4
14525,548544,31-03-2011 18:49,19.9
14525,548544,31-03-2011 18:49,6.24
14525,548544,31-03-2011 18:49,4.16
14525,548544,31-03-2011 18:49,4.95
14525,548544,31-03-2011 18:49,9.9
14525,548544,31-03-2011 18:49,11.8
14525,548544,31-03-2011 18:49,39.6
14525,548544,31-03-2011 18:49,30
14525,548544,31-03-2011 18:49,30
14525,548544,31-03-2011 18:49,3.9
14525,548544,31-03-2011 18:49,102
14525,548544,31-03-2011 18:49,22.5
14525,548544,31-03-2011 18:49,8.5
13118,548545,31-03-2011 19:12,67.5
13118,548545,31-03-2011 19:12,11.9
13118,548545,31-03-2011 19:12,5.95
13118,548545,31-03-2011 19:12,47.4
13118,548545,31-03-2011 19:12,47.4
13118,548545,31-03-2011 19:12,59.4
13118,548545,31-03-2011 19:12,17.85
13118,548545,31-03-2011 19:12,26.82
13118,548545,31-03-2011 19:12,8.94
13118,548545,31-03-2011 19:12,23.84
13118,548545,31-03-2011 19:12,29.7
13118,548545,31-03-2011 19:12,7.5
13118,548545,31-03-2011 19:12,7.5
13118,548545,31-03-2011 19:12,15
13118,548545,31-03-2011 19:12,9.95
13118,548545,31-03-2011 19:12,8.5
13118,548545,31-03-2011 19:12,8.5
13118,548545,31-03-2011 19:12,9.95
13118,548545,31-03-2011 19:12,9.95
16600,548546,31-03-2011 19:20,17.7
16600,548546,31-03-2011 19:20,10.2
16600,548546,31-03-2011 19:20,12.6
16600,548546,31-03-2011 19:20,2.88
16600,548546,31-03-2011 19:20,18.72
16600,548546,31-03-2011 19:20,2.88
16600,548546,31-03-2011 19:20,18.72
16600,548546,31-03-2011 19:20,10.2
16600,548546,31-03-2011 19:20,17.7
17212,548547,31-03-2011 19:42,3.95
17212,548547,31-03-2011 19:42,60
17212,548547,31-03-2011 19:42,117.3
17212,548547,31-03-2011 19:42,45.6
17781,548548,31-03-2011 19:54,12.75
17781,548548,31-03-2011 19:54,89.25
16365,548549,31-03-2011 19:55,106
16365,548549,31-03-2011 19:55,4.95
16365,548549,31-03-2011 19:55,9.95
18161,548550,01-04-2011 08:22,16.5
18161,548550,01-04-2011 08:22,19.8
18161,548550,01-04-2011 08:22,10.2
18161,548550,01-04-2011 08:22,19.9
18161,548550,01-04-2011 08:22,15.3
18161,548550,01-04-2011 08:22,20.4
18161,548550,01-04-2011 08:22,29.7
18161,548550,01-04-2011 08:22,38.25
18161,548550,01-04-2011 08:22,17.7
18161,548550,01-04-2011 08:22,13.5
18161,548550,01-04-2011 08:22,27.04
18161,548550,01-04-2011 08:22,16.5
14886,548551,01-04-2011 08:56,39.8
14886,548551,01-04-2011 08:56,29.7
14886,548551,01-04-2011 08:56,19.8
14886,548551,01-04-2011 08:56,16.5
14886,548551,01-04-2011 08:56,16.5
14886,548551,01-04-2011 08:56,16.5
14886,548551,01-04-2011 08:56,16.5
14886,548551,01-04-2011 08:56,19.8
14886,548551,01-04-2011 08:56,19.8
14886,548551,01-04-2011 08:56,17.4
14886,548551,01-04-2011 08:56,15.8
14886,548551,01-04-2011 08:56,17.7
14886,548551,01-04-2011 08:56,17.7
14886,548551,01-04-2011 08:56,19.8
14886,548551,01-04-2011 08:56,19.8
14886,548551,01-04-2011 08:56,34.8
14886,548551,01-04-2011 08:56,15
14886,548551,01-04-2011 08:56,11.9
17613,548552,01-04-2011 09:06,68
13801,569416,04-10-2011 10:15,6.6
13801,569416,04-10-2011 10:15,6.6
13801,569416,04-10-2011 10:15,12.6
16882,569423,04-10-2011 10:42,6.96
16882,569423,04-10-2011 10:42,6.96
15529,569424,04-10-2011 10:49,3.3
15529,569424,04-10-2011 10:49,6.6
17613,548552,01-04-2011 09:06,35.4
17613,548552,01-04-2011 09:06,19.5
17613,548552,01-04-2011 09:06,19.5
16186,569468,04-10-2011 11:56,15.6
16186,569468,04-10-2011 11:56,15.6
16186,569468,04-10-2011 11:56,10.4
16186,569468,04-10-2011 11:56,19.8
16186,569468,04-10-2011 11:56,17.4
16360,569469,04-10-2011 12:22,9.9
16360,569469,04-10-2011 12:22,1.7
16360,569469,04-10-2011 12:22,5.9
14515,569472,04-10-2011 12:38,2.5
14515,569472,04-10-2011 12:38,31.6
14515,569472,04-10-2011 12:38,15.9
14184,569482,04-10-2011 12:43,15
14184,569482,04-10-2011 12:43,15
14184,569482,04-10-2011 12:43,15
15339,569486,04-10-2011 12:51,4.2
16440,569488,04-10-2011 13:10,8.4
16440,569488,04-10-2011 13:10,5.85
16440,569488,04-10-2011 13:10,16.5
12457,569489,04-10-2011 13:13,196.35
14056,569491,04-10-2011 13:25,2.5
17613,548552,01-04-2011 09:06,15
13317,569493,04-10-2011 13:35,23.4
13317,569493,04-10-2011 13:35,12.48
17613,548552,01-04-2011 09:06,14.75
17613,548552,01-04-2011 09:06,17.7
15228,569514,04-10-2011 13:56,34
16474,569521,04-10-2011 14:33,8.95
16474,569521,04-10-2011 14:33,12.5
16474,569521,04-10-2011 14:33,5.9
16474,569521,04-10-2011 14:33,3.75
16474,569521,04-10-2011 14:33,1.25
16474,569521,04-10-2011 14:33,11.6
16474,569521,04-10-2011 14:33,4.35
16474,569521,04-10-2011 14:33,5.07
16474,569521,04-10-2011 14:33,5.85
16474,569521,04-10-2011 14:33,2.9
16474,569521,04-10-2011 14:33,2.9
16474,569521,04-10-2011 14:33,1.25
16474,569521,04-10-2011 14:33,1.25
16474,569521,04-10-2011 14:33,2.5
16033,569523,04-10-2011 14:41,4.35
16033,569523,04-10-2011 14:41,7.9
16033,569523,04-10-2011 14:41,5.9
16033,569523,04-10-2011 14:41,7.5
16033,569523,04-10-2011 14:41,6.75
14506,569524,04-10-2011 14:42,1.45
14506,569524,04-10-2011 14:42,3.9
14506,569524,04-10-2011 14:42,3.75
14506,569524,04-10-2011 14:42,3.75
14506,569524,04-10-2011 14:42,3.75
14506,569524,04-10-2011 14:42,3.75
14506,569524,04-10-2011 14:42,5.9
14506,569524,04-10-2011 14:42,2.95
14506,569524,04-10-2011 14:42,1.65
14506,569524,04-10-2011 14:42,1.65
14506,569524,04-10-2011 14:42,3.75
14506,569524,04-10-2011 14:42,1.25
14506,569524,04-10-2011 14:42,0.39
14506,569524,04-10-2011 14:42,0.29
14506,569524,04-10-2011 14:42,0.85
14506,569524,04-10-2011 14:42,1.25
14506,569524,04-10-2011 14:42,0.39
14506,569524,04-10-2011 14:42,0.83
16242,569528,04-10-2011 14:53,41.6
17613,548552,01-04-2011 09:06,17
17613,548552,01-04-2011 09:06,15.9
16374,569533,04-10-2011 15:21,11.56
16374,569533,04-10-2011 15:21,2.95
16374,569533,04-10-2011 15:21,2.95
16374,569533,04-10-2011 15:21,2.95
17613,548552,01-04-2011 09:06,17
12523,548553,01-04-2011 09:19,22.5
12523,548553,01-04-2011 09:19,10.2
12523,548553,01-04-2011 09:19,10.5
12523,548553,01-04-2011 09:19,17.7
12523,548553,01-04-2011 09:19,17.7
12523,548553,01-04-2011 09:19,14.85
12523,548553,01-04-2011 09:19,15.3
12523,548553,01-04-2011 09:19,19.8
12523,548553,01-04-2011 09:19,10.2
13694,548554,01-04-2011 09:19,117
13694,548554,01-04-2011 09:19,74.88
13694,548554,01-04-2011 09:19,109.44
13694,548554,01-04-2011 09:19,28.08
13694,548554,01-04-2011 09:19,28.08
13694,548554,01-04-2011 09:19,56.16
13694,548554,01-04-2011 09:19,94.8
13694,548554,01-04-2011 09:19,9.36
13694,548554,01-04-2011 09:19,9.36
13694,548554,01-04-2011 09:19,60.48
13694,548554,01-04-2011 09:19,30.24
13694,548554,01-04-2011 09:19,30.24
13694,548554,01-04-2011 09:19,30.24
13694,548554,01-04-2011 09:19,30.24
13694,548554,01-04-2011 09:19,93.6
13694,548554,01-04-2011 09:19,23.4
13694,548554,01-04-2011 09:19,23.4
13694,548554,01-04-2011 09:19,23.4
13694,548554,01-04-2011 09:19,15.8
13758,548555,01-04-2011 09:21,23.4
13758,548555,01-04-2011 09:21,11.9
13758,548555,01-04-2011 09:21,16.5
13758,548555,01-04-2011 09:21,16.5
13758,548555,01-04-2011 09:21,16.5
13758,548555,01-04-2011 09:21,16.5
13758,548555,01-04-2011 09:21,35.4
13758,548555,01-04-2011 09:21,35.4
13758,548555,01-04-2011 09:21,25.5
13758,548555,01-04-2011 09:21,25.5
13758,548555,01-04-2011 09:21,17
13758,548555,01-04-2011 09:21,17.4
13758,548555,01-04-2011 09:21,14.85
13758,548555,01-04-2011 09:21,14.85
13758,548555,01-04-2011 09:21,29.7
13694,548556,01-04-2011 09:25,50.7
13694,548556,01-04-2011 09:25,187.2
15018,548557,01-04-2011 09:56,13.95
15018,548557,01-04-2011 09:56,16.8
15018,548557,01-04-2011 09:56,14.85
15018,548557,01-04-2011 09:56,12.75
15018,548557,01-04-2011 09:56,12.75
15018,548557,01-04-2011 09:56,10.2
15018,548557,01-04-2011 09:56,6.8
15018,548557,01-04-2011 09:56,13.52
15018,548557,01-04-2011 09:56,13.52
15018,548557,01-04-2011 09:56,10
15018,548557,01-04-2011 09:56,15
15018,548557,01-04-2011 09:56,39.95
13626,548558,01-04-2011 10:05,17.4
13626,548558,01-04-2011 10:05,10.2
13626,548558,01-04-2011 10:05,17.7
13626,548558,01-04-2011 10:05,15
13626,548558,01-04-2011 10:05,15.9
13626,548558,01-04-2011 10:05,6.96
13626,548558,01-04-2011 10:05,6.96
13626,548558,01-04-2011 10:05,6.96
13626,548558,01-04-2011 10:05,19.8
13626,548558,01-04-2011 10:05,17.4
13626,548558,01-04-2011 10:05,17
13626,548558,01-04-2011 10:05,15
13626,548558,01-04-2011 10:05,17.7
13626,548558,01-04-2011 10:05,15.3
13626,548558,01-04-2011 10:05,10.2
13626,548558,01-04-2011 10:05,12.5
13626,548558,01-04-2011 10:05,10.2
13626,548558,01-04-2011 10:05,10.2
13626,548558,01-04-2011 10:05,14.85
16214,548559,01-04-2011 10:08,33.9
16214,548559,01-04-2011 10:08,23.6
16214,548559,01-04-2011 10:08,23.6
16214,548559,01-04-2011 10:08,23.6
16214,548559,01-04-2011 10:08,102
13468,548560,01-04-2011 10:10,22.8
13468,548560,01-04-2011 10:10,30
13468,548560,01-04-2011 10:10,59.4
13468,548560,01-04-2011 10:10,37.92
13468,548560,01-04-2011 10:10,81.6
13468,548560,01-04-2011 10:10,20.4
13468,548560,01-04-2011 10:10,29.7
13468,548560,01-04-2011 10:10,15.3
16609,548561,01-04-2011 10:11,19.8
16609,548561,01-04-2011 10:11,13.5
16609,548561,01-04-2011 10:11,16.5
16609,548561,01-04-2011 10:11,16.5
16609,548561,01-04-2011 10:11,19.5
16609,548561,01-04-2011 10:11,17.7
16609,548561,01-04-2011 10:11,16.6
16609,548561,01-04-2011 10:11,17.85
16609,548561,01-04-2011 10:11,29.85
16609,548561,01-04-2011 10:11,17.85
16609,548561,01-04-2011 10:11,17.85
16609,548561,01-04-2011 10:11,14.85
16609,548561,01-04-2011 10:11,19.9
16609,548561,01-04-2011 10:11,17.85
16609,548561,01-04-2011 10:11,9.95
16609,548561,01-04-2011 10:11,15.9
16609,548561,01-04-2011 10:11,15.9
16609,548561,01-04-2011 10:11,15.9
16609,548561,01-04-2011 10:11,9.9
16609,548561,01-04-2011 10:11,19.8
16609,548561,01-04-2011 10:11,17.7
16609,548561,01-04-2011 10:11,11.4
16609,548561,01-04-2011 10:11,17.7
16609,548561,01-04-2011 10:11,16.6
16609,548561,01-04-2011 10:11,12.75
16609,548561,01-04-2011 10:11,17.4
16609,548561,01-04-2011 10:11,17.85
16609,548561,01-04-2011 10:11,6.96
16609,548561,01-04-2011 10:11,6.96
16609,548561,01-04-2011 10:11,6.96
16609,548561,01-04-2011 10:11,12.5
16609,548561,01-04-2011 10:11,14.85
16609,548561,01-04-2011 10:11,14.85
16609,548561,01-04-2011 10:11,19.8
16609,548561,01-04-2011 10:11,19.8
18118,548563,01-04-2011 10:21,8.32
18118,548563,01-04-2011 10:21,2.95
18118,548563,01-04-2011 10:21,7.5
18118,548563,01-04-2011 10:21,3.75
18118,548563,01-04-2011 10:21,11.25
18118,548563,01-04-2011 10:21,8.32
18118,548563,01-04-2011 10:21,2.55
18118,548563,01-04-2011 10:21,1.69
18118,548563,01-04-2011 10:21,0.85
18118,548563,01-04-2011 10:21,7.5
18118,548563,01-04-2011 10:21,11.25
18118,548563,01-04-2011 10:21,12.7
18118,548563,01-04-2011 10:21,9.95
18118,548563,01-04-2011 10:21,12.5
18118,548563,01-04-2011 10:21,17.85
16180,548565,01-04-2011 10:23,59.4
16180,548565,01-04-2011 10:23,39.6
16180,548565,01-04-2011 10:23,17.88
16180,548565,01-04-2011 10:23,19.5
16180,548565,01-04-2011 10:23,19.5
16180,548565,01-04-2011 10:23,19.5
16180,548565,01-04-2011 10:23,60
16180,548565,01-04-2011 10:23,60
16180,548565,01-04-2011 10:23,50
16180,548565,01-04-2011 10:23,19.5
16180,548565,01-04-2011 10:23,14.75
16180,548565,01-04-2011 10:23,14.75
16180,548565,01-04-2011 10:23,19.5
17288,548566,01-04-2011 10:27,30
17288,548566,01-04-2011 10:27,30
17288,548566,01-04-2011 10:27,15
17288,548566,01-04-2011 10:27,15
17288,548566,01-04-2011 10:27,13.9
17288,548566,01-04-2011 10:27,23.4
17965,548567,01-04-2011 10:34,31.8
17965,548567,01-04-2011 10:34,30
17965,548567,01-04-2011 10:34,4.25
17965,548567,01-04-2011 10:34,8.25
17965,548567,01-04-2011 10:34,3.75
17965,548567,01-04-2011 10:34,9.9
17965,548567,01-04-2011 10:34,14.75
17965,548567,01-04-2011 10:34,7.5
17965,548567,01-04-2011 10:34,12.75
17965,548567,01-04-2011 10:34,11.25
17965,548567,01-04-2011 10:34,8.5
17965,548567,01-04-2011 10:34,8.5
17965,548567,01-04-2011 10:34,13.5
17965,548567,01-04-2011 10:34,13.5
17965,548567,01-04-2011 10:34,16.5
17965,548567,01-04-2011 10:34,9.95
17965,548567,01-04-2011 10:34,2.1
17965,548567,01-04-2011 10:34,1.25
17965,548567,01-04-2011 10:34,4.2
17965,548567,01-04-2011 10:34,8.4
17965,548567,01-04-2011 10:34,8.25
17965,548567,01-04-2011 10:34,8.25
17965,548567,01-04-2011 10:34,8.25
17965,548567,01-04-2011 10:34,8.25
17965,548567,01-04-2011 10:34,8.25
17965,548567,01-04-2011 10:34,8.25
14543,548568,01-04-2011 10:43,21.9
14543,548568,01-04-2011 10:43,0.76
14543,548568,01-04-2011 10:43,15.3
14543,548568,01-04-2011 10:43,30.6
14543,548568,01-04-2011 10:43,4.25
14543,548568,01-04-2011 10:43,9.95
14543,548568,01-04-2011 10:43,89.25
14543,548568,01-04-2011 10:43,4.95
14543,548568,01-04-2011 10:43,11.9
13462,548608,01-04-2011 11:20,17.7
13462,548608,01-04-2011 11:20,16.5
15860,548610,01-04-2011 11:28,8.5
15860,548610,01-04-2011 11:28,4.68
15860,548610,01-04-2011 11:28,2.34
15860,548610,01-04-2011 11:28,2.34
15860,548610,01-04-2011 11:28,1.56
15860,548610,01-04-2011 11:28,11.8
15860,548610,01-04-2011 11:28,5.95
15860,548610,01-04-2011 11:28,4.68
15860,548610,01-04-2011 11:28,2.95
15860,548610,01-04-2011 11:28,2.95
15860,548610,01-04-2011 11:28,5
15860,548610,01-04-2011 11:28,5
15860,548610,01-04-2011 11:28,5
15860,548610,01-04-2011 11:28,2.25
15860,548610,01-04-2011 11:28,4.5
15860,548610,01-04-2011 11:28,6.75
15860,548610,01-04-2011 11:28,7.95
15860,548610,01-04-2011 11:28,11.9
15860,548610,01-04-2011 11:28,9.95
15860,548610,01-04-2011 11:28,5.95
15860,548610,01-04-2011 11:28,5.95
15860,548610,01-04-2011 11:28,5.95
15860,548610,01-04-2011 11:28,5.95
15860,548610,01-04-2011 11:28,5.95
15860,548610,01-04-2011 11:28,10.4
15860,548610,01-04-2011 11:28,33.9
15860,548610,01-04-2011 11:28,16.95
15860,548610,01-04-2011 11:28,33.9
15860,548610,01-04-2011 11:28,4.95
15860,548610,01-04-2011 11:28,4.95
15860,548610,01-04-2011 11:28,3.75
18230,548611,01-04-2011 11:31,25.2
18230,548611,01-04-2011 11:31,25.2
18230,548611,01-04-2011 11:31,25.2
18230,548611,01-04-2011 11:31,17.4
18230,548611,01-04-2011 11:31,20.28
18230,548611,01-04-2011 11:31,20.28
18230,548611,01-04-2011 11:31,17.7
18230,548611,01-04-2011 11:31,25.2
18230,548611,01-04-2011 11:31,6.6
18230,548611,01-04-2011 11:31,24.96
13137,548612,01-04-2011 11:34,7.95
13137,548612,01-04-2011 11:34,1.95
13137,548612,01-04-2011 11:34,5.95
13137,548612,01-04-2011 11:34,0.85
13137,548612,01-04-2011 11:34,2.95
13137,548612,01-04-2011 11:34,2.5
13137,548612,01-04-2011 11:34,1.25
13137,548612,01-04-2011 11:34,2.1
13137,548612,01-04-2011 11:34,2.9
13137,548612,01-04-2011 11:34,0.65
13137,548612,01-04-2011 11:34,2.1
13137,548612,01-04-2011 11:34,2.1
13137,548612,01-04-2011 11:34,1.25
13137,548612,01-04-2011 11:34,1.25
13137,548612,01-04-2011 11:34,1.25
13137,548612,01-04-2011 11:34,1.25
13137,548612,01-04-2011 11:34,0.85
13137,548612,01-04-2011 11:34,1.65
13137,548612,01-04-2011 11:34,1.45
13137,548612,01-04-2011 11:34,0.85
13137,548612,01-04-2011 11:34,1.65
13137,548612,01-04-2011 11:34,8.3
13137,548612,01-04-2011 11:34,4.15
13137,548612,01-04-2011 11:34,4.15
13137,548612,01-04-2011 11:34,4.25
13137,548612,01-04-2011 11:34,2.1
13137,548612,01-04-2011 11:34,1.95
13137,548612,01-04-2011 11:34,1.25
13137,548612,01-04-2011 11:34,2.95
13137,548612,01-04-2011 11:34,0.85
13137,548612,01-04-2011 11:34,2.1
13137,548612,01-04-2011 11:34,1.25
13137,548612,01-04-2011 11:34,1.25
13137,548612,01-04-2011 11:34,0.85
13137,548612,01-04-2011 11:34,0.85
13137,548612,01-04-2011 11:34,0.85
13137,548612,01-04-2011 11:34,0.85
13137,548612,01-04-2011 11:34,3.75
13137,548612,01-04-2011 11:34,10
13137,548612,01-04-2011 11:34,5
13137,548612,01-04-2011 11:34,5
13137,548612,01-04-2011 11:34,5
13137,548612,01-04-2011 11:34,5
13137,548612,01-04-2011 11:34,5
13137,548612,01-04-2011 11:34,3.9
13137,548612,01-04-2011 11:34,3.9
13137,548612,01-04-2011 11:34,3.9
13137,548612,01-04-2011 11:34,3.9
13137,548612,01-04-2011 11:34,3.9
13137,548612,01-04-2011 11:34,3.9
13137,548612,01-04-2011 11:34,3.75
13137,548612,01-04-2011 11:34,3.75
13137,548612,01-04-2011 11:34,3.75
13137,548612,01-04-2011 11:34,13
13137,548612,01-04-2011 11:34,37.5
13137,548612,01-04-2011 11:34,16.5
13137,548612,01-04-2011 11:34,3.25
13137,548612,01-04-2011 11:34,2.6
13137,548612,01-04-2011 11:34,2.6
13137,548612,01-04-2011 11:34,2.6
13137,548612,01-04-2011 11:34,2.75
13137,548612,01-04-2011 11:34,2.75
13137,548612,01-04-2011 11:34,1.65
13137,548612,01-04-2011 11:34,2.75
13137,548612,01-04-2011 11:34,2.75
13137,548612,01-04-2011 11:34,3.3
13137,548612,01-04-2011 11:34,3.75
13137,548612,01-04-2011 11:34,6.3
13137,548612,01-04-2011 11:34,3.75
13137,548612,01-04-2011 11:34,5
13137,548612,01-04-2011 11:34,2.55
13137,548612,01-04-2011 11:34,2.55
13137,548612,01-04-2011 11:34,2.55
13137,548612,01-04-2011 11:34,2.9
13137,548612,01-04-2011 11:34,2.9
13137,548612,01-04-2011 11:34,2.9
13137,548612,01-04-2011 11:34,2.9
13137,548612,01-04-2011 11:34,2.5
13137,548612,01-04-2011 11:34,2.5
13137,548612,01-04-2011 11:34,2.5
13137,548612,01-04-2011 11:34,1.68
13137,548612,01-04-2011 11:34,11.8
13137,548612,01-04-2011 11:34,5.9
13137,548612,01-04-2011 11:34,5.9
13137,548612,01-04-2011 11:34,5.9
13137,548612,01-04-2011 11:34,5.1
13137,548612,01-04-2011 11:34,9.75
13137,548612,01-04-2011 11:34,16.5
13137,548612,01-04-2011 11:34,5
13137,548612,01-04-2011 11:34,14.85
13137,548612,01-04-2011 11:34,7.5
13137,548612,01-04-2011 11:34,17.85
13137,548612,01-04-2011 11:34,9.9
13137,548612,01-04-2011 11:34,13.52
13137,548612,01-04-2011 11:34,13.52
13137,548612,01-04-2011 11:34,16.5
13137,548612,01-04-2011 11:34,4.95
13137,548612,01-04-2011 11:34,6.6
13137,548612,01-04-2011 11:34,16.5
13137,548612,01-04-2011 11:34,16.5
13137,548612,01-04-2011 11:34,5.9
13137,548612,01-04-2011 11:34,12.48
13137,548612,01-04-2011 11:34,8.32
13137,548612,01-04-2011 11:34,8.32
13137,548612,01-04-2011 11:34,10.4
13137,548612,01-04-2011 11:34,14.85
13137,548612,01-04-2011 11:34,12.48
13137,548612,01-04-2011 11:34,6.3
13137,548612,01-04-2011 11:34,6.24
13137,548612,01-04-2011 11:34,4.16
13137,548612,01-04-2011 11:34,4.16
13694,548613,01-04-2011 11:46,35.28
14419,548614,01-04-2011 11:47,5.95
14419,548614,01-04-2011 11:47,5.9
14419,548614,01-04-2011 11:47,5
14419,548614,01-04-2011 11:47,5.9
14419,548614,01-04-2011 11:47,9.95
14419,548614,01-04-2011 11:47,2.55
14419,548614,01-04-2011 11:47,30
14419,548614,01-04-2011 11:47,11.8
14419,548614,01-04-2011 11:47,5.1
14419,548614,01-04-2011 11:47,3.75
14419,548614,01-04-2011 11:47,0.84
14419,548614,01-04-2011 11:47,0.42
14419,548614,01-04-2011 11:47,0.42
14419,548614,01-04-2011 11:47,9.9
14419,548614,01-04-2011 11:47,1.7
14419,548614,01-04-2011 11:47,1.7
14419,548614,01-04-2011 11:47,1.7
14419,548614,01-04-2011 11:47,2.55
14419,548614,01-04-2011 11:47,2.9
14419,548614,01-04-2011 11:47,2.5
14419,548614,01-04-2011 11:47,1.45
14419,548614,01-04-2011 11:47,1.7
14419,548614,01-04-2011 11:47,3.36
14419,548614,01-04-2011 11:47,4.2
14419,548614,01-04-2011 11:47,5
14419,548614,01-04-2011 11:47,3.75
14419,548614,01-04-2011 11:47,3.75
14419,548614,01-04-2011 11:47,4.95
14419,548614,01-04-2011 11:47,3.3
14419,548614,01-04-2011 11:47,4.95
14419,548614,01-04-2011 11:47,7.5
14419,548614,01-04-2011 11:47,3.75
14419,548614,01-04-2011 11:47,7.5
14419,548614,01-04-2011 11:47,7.5
14419,548614,01-04-2011 11:47,7.95
14419,548614,01-04-2011 11:47,1.9
18263,548616,01-04-2011 11:48,30.6
18263,548616,01-04-2011 11:48,34.8
18263,548616,01-04-2011 11:48,6.96
18263,548616,01-04-2011 11:48,30
18263,548616,01-04-2011 11:48,30
18263,548616,01-04-2011 11:48,15
18263,548616,01-04-2011 11:48,19.8
18263,548616,01-04-2011 11:48,33
18263,548616,01-04-2011 11:48,6.96
18263,548616,01-04-2011 11:48,6.96
18263,548616,01-04-2011 11:48,6.96
18263,548616,01-04-2011 11:48,6.96
18263,548616,01-04-2011 11:48,25
18263,548616,01-04-2011 11:48,34.68
18263,548616,01-04-2011 11:48,19.92
16592,548617,01-04-2011 11:50,19.8
16592,548617,01-04-2011 11:50,17.7
16592,548617,01-04-2011 11:50,10.2
16592,548617,01-04-2011 11:50,13.6
16592,548617,01-04-2011 11:50,15
16592,548617,01-04-2011 11:50,9.96
16592,548617,01-04-2011 11:50,19.5
16592,548617,01-04-2011 11:50,10.2
16592,548617,01-04-2011 11:50,17.7
16592,548617,01-04-2011 11:50,15.3
16592,548617,01-04-2011 11:50,17.85
16592,548617,01-04-2011 11:50,16.5
16592,548617,01-04-2011 11:50,26.4
16592,548617,01-04-2011 11:50,50.4
16592,548617,01-04-2011 11:50,17.4
16592,548617,01-04-2011 11:50,20.4
16592,548617,01-04-2011 11:50,19.8
16592,548617,01-04-2011 11:50,19.8
15197,548618,01-04-2011 11:50,39
15197,548618,01-04-2011 11:50,5.04
15197,548618,01-04-2011 11:50,25.2
15197,548618,01-04-2011 11:50,6.96
15197,548618,01-04-2011 11:50,10.5
15197,548618,01-04-2011 11:50,23.4
15197,548618,01-04-2011 11:50,15.3
15197,548618,01-04-2011 11:50,15.3
